Skill,Count,Percentage,Definition,Evidence,Math Example
Numerical Exploration and Pattern Recognition,1,0.35714285714285715,Testing specific values to identify patterns and gain insights about the general solution.,"- ""Try some values of $n$. If $n=1$: $\frac{27}{1} = 27$...""
- ""Let's check small values of $n$. $h(1) = \left( \frac{27}{1} \right)^1 = 27$, $h(2) = \left( \frac{27}{2} \right)^2 = \frac{729}{4} = 182.25$...""
- ""We need $h(n) = 16700$. $h(7) = \left( \frac{27}{7} \right)^7 \approx (3.857)^7 \approx 12800$. $h(8) = \left( \frac{27}{8} \right)^8 = (3.375)^8 \approx 15200$...""",Determine all  $n$  for which the system with of equations can be solved in  $\mathbb{R}$ :
Function Analysis and Behavior Modeling,1,0.35714285714285715,Creating and analyzing mathematical functions to understand how quantities change and relate to each other.,"- ""Let $f(n) = \frac{27}{n}$ and $g(n) = \left( \frac{3}{2} \right)^{24/n}$. We need $f(n) \ge g(n)$.""
- ""Consider the function $h(n) = \left( \frac{27}{n} \right)^n$. We want to find $n$ such that $h(n) = \left( \frac{3}{2} \right)^{24}$.""
- ""Let's analyze the behavior of $h(n)$. $\frac{h(n+1)}{h(n)} = ...$""
- ""The function $h(n)$ increases up to $n=9$ or $n=10$, then decreases.""
- ""Consider the function $F(n) = \frac{27}{n} - \left( \frac{3}{2} \right)^{24/n}$. We need $F(n) \ge 0$.""",Determine all  $n$  for which the system with of equations can be solved in  $\mathbb{R}$ :
Application of Mathematical Theorems,1,0.35714285714285715,Identifying and correctly applying relevant mathematical principles to transform the problem.,"- ""By AM-GM inequality, for positive numbers $x_1, \ldots, x_n$, we have: $\frac{x_1 + x_2 + \cdots + x_n}{n} \ge \sqrt[n]{x_1 x_2 \cdots x_n}$""
- ""Consider the case of equality in AM-GM, which occurs when $x_1 = x_2 = \cdots = x_n$.""",Determine all  $n$  for which the system with of equations can be solved in  $\mathbb{R}$ :
Strategic Case Analysis,1,0.35714285714285715,The ability to strategic case analysis in mathematical problem-solving.,No evidence provided.,"Let  $G_1$  and  $G_2$  be two finite groups such that for any finite group  $H$ , the number of group homomorphisms from  $G_1$  to  $H$  is equal to the number of group homomorphisms from  $G_2$  to..."
Mathematical Induction Thinking,1,0.35714285714285715,The ability to mathematical induction thinking in mathematical problem-solving.,No evidence provided.,"Let  $A=\{1,2,\ldots,2012\}, \: B=\{1,2,\ldots,19\}$  and  $S$  be the set of all subsets of  $A.$  Find the number of functions  $f : S\to B$  satisfying  $f(A_1\cap A_2)=\min\{f(A_1),f(A_2)\}$  for ..."
Pattern Recognition and Generalization,1,0.35714285714285715,The ability to pattern recognition and generalization in mathematical problem-solving.,No evidence provided.,"Let  $A=\{1,2,\ldots,2012\}, \: B=\{1,2,\ldots,19\}$  and  $S$  be the set of all subsets of  $A.$  Find the number of functions  $f : S\to B$  satisfying  $f(A_1\cap A_2)=\min\{f(A_1),f(A_2)\}$  for ..."
Property Exploration and Constraint Analysis,1,0.35714285714285715,The ability to property exploration and constraint analysis in mathematical problem-solving.,No evidence provided.,"Let  $A=\{1,2,\ldots,2012\}, \: B=\{1,2,\ldots,19\}$  and  $S$  be the set of all subsets of  $A.$  Find the number of functions  $f : S\to B$  satisfying  $f(A_1\cap A_2)=\min\{f(A_1),f(A_2)\}$  for ..."
Calculus,1,0.35714285714285715,The ability to calculus in mathematical problem-solving.,No evidence provided.,1.2.2. A process called free convection occurs when the air density increases with altitude. At which values of $\Lambda$ does the free convection occur?
Adaptive Reasoning Under Uncertainty,1,0.35714285714285715,The ability to adaptive reasoning under uncertainty in mathematical problem-solving.,No evidence provided.,1.2.2. A process called free convection occurs when the air density increases with altitude. At which values of $\Lambda$ does the free convection occur?
Knowledge Activation and Domain,1,0.35714285714285715,The ability to knowledge activation and domain in mathematical problem-solving.,No evidence provided.,1.2.2. A process called free convection occurs when the air density increases with altitude. At which values of $\Lambda$ does the free convection occur?
Problem Contextualization and Framing,1,0.35714285714285715,The ability to problem contextualization and framing in mathematical problem-solving.,No evidence provided.,1.2.2. A process called free convection occurs when the air density increases with altitude. At which values of $\Lambda$ does the free convection occur?
Physical Interpretation,1,0.35714285714285715,The ability to physical interpretation in mathematical problem-solving.,No evidence provided.,2.  The potential due to the line charge could be written as
Constant Management,1,0.35714285714285715,The ability to constant management in mathematical problem-solving.,No evidence provided.,2.  The potential due to the line charge could be written as
Systematic Integration,1,0.35714285714285715,The ability to systematic integration in mathematical problem-solving.,No evidence provided.,2.  The potential due to the line charge could be written as
Mathematical Translation,1,0.35714285714285715,The ability to mathematical translation in mathematical problem-solving.,No evidence provided.,2.  The potential due to the line charge could be written as
Distractor Identification,1,0.35714285714285715,Recognizing which given information is relevant to solving the problem and which might be extraneous.,"""We're given the star's radius and mass (which might be distractors, but we should keep them in mind)""","Astronomers are studying a star with a 1.4 solar radius and 1.2 solar masses. When the star's surface is not covered by dark spots, its Teff is 6000K. However, when 40% of its surface is covered by sp..."
Assumption Recognition and Management,1,0.35714285714285715,"Identifying when assumptions are necessary, making reasonable assumptions, and understanding their implications.","""**Assumption:** Let's assume the change in electron density is small compared to the change in the exponential term (which is very sensitive to temperature). This might be a reasonable approximation since we're dealing with a relatively small temperature change.""","Astronomers are studying a star with a 1.4 solar radius and 1.2 solar masses. When the star's surface is not covered by dark spots, its Teff is 6000K. However, when 40% of its surface is covered by sp..."
Equation Manipulation and Mathematical Reasoning,1,0.35714285714285715,Transforming mathematical expressions to isolate variables of interest and derive relationships.,"The solver manipulates the Saha equation to express the ratio of interest:
""R_no_spots / R_spots = (P<sub>e, spots</sub> / P<sub>e, no_spots</sub>) * (T<sub>no_spots</sub> / T<sub>spots</sub>)<sup>3/2</sup> * exp[(-χ / k) * (1/T<sub>no_spots</sub> - 1/T<sub>spots</sub>)]""","Astronomers are studying a star with a 1.4 solar radius and 1.2 solar masses. When the star's surface is not covered by dark spots, its Teff is 6000K. However, when 40% of its surface is covered by sp..."
Optimization Strategy,1,0.35714285714285715,The ability to optimization strategy in mathematical problem-solving.,No evidence provided.,"Adults made up $\frac5{12}$ of the crowd of people at a concert. After a bus carrying $50$ more people arrived, adults made up $\frac{11}{25}$ of the people at the concert. Find the minimum number of ..."
Conceptual Analysis and Clarification,1,0.35714285714285715,The ability to conceptual analysis and clarification in mathematical problem-solving.,No evidence provided.,"In hyperdrive, Spaceship-0 is relativistically moving at the velocity $\frac{1}{3} c$ with respect to reference frame $R_{1}$, as measured by Spaceship-1. Spaceship-1 is moving at $\frac{1}{2} c$ with..."
Iterative Refinement,1,0.35714285714285715,The ability to iterative refinement in mathematical problem-solving.,No evidence provided.,"The following image is 1024 pixels by 1024 pixels, and each pixel is either black or white. The border defines the boundaries of the image, but is not part of the image. Let $a$ be the proportion of p..."
Strategic Planning and Pathway Identification,1,0.35714285714285715,The ability to strategic planning and pathway identification in mathematical problem-solving.,No evidence provided.,"In hyperdrive, Spaceship-0 is relativistically moving at the velocity $\frac{1}{3} c$ with respect to reference frame $R_{1}$, as measured by Spaceship-1. Spaceship-1 is moving at $\frac{1}{2} c$ with..."
Spatial Pattern Recognition,1,0.35714285714285715,The ability to spatial pattern recognition in mathematical problem-solving.,No evidence provided.,"The following image is 1024 pixels by 1024 pixels, and each pixel is either black or white. The border defines the boundaries of the image, but is not part of the image. Let $a$ be the proportion of p..."
Sampling Strategy Design,1,0.35714285714285715,The ability to sampling strategy design in mathematical problem-solving.,No evidence provided.,"The following image is 1024 pixels by 1024 pixels, and each pixel is either black or white. The border defines the boundaries of the image, but is not part of the image. Let $a$ be the proportion of p..."
Estimation and Approximation,1,0.35714285714285715,The ability to estimation and approximation in mathematical problem-solving.,No evidence provided.,"The following image is 1024 pixels by 1024 pixels, and each pixel is either black or white. The border defines the boundaries of the image, but is not part of the image. Let $a$ be the proportion of p..."
Equation Manipulation and Algebraic Reasoning,1,0.35714285714285715,The ability to equation manipulation and algebraic reasoning in mathematical problem-solving.,No evidence provided.,"Suppose you have a sphere tangent to the  $xy$ -plane with its center having positive  $z$ -coordinate.  If it is projected from a point  $P=(0,b,a)$  to the  $xy$ -plane, it gives the conic section  ..."
Systematic Problem Decomposition,1,0.35714285714285715,Breaking down a complex problem into manageable sub-problems or cases to make the solution process more tractable.,"The solver divides the problem into two distinct cases:
- ""Case 1: α+β ≠ 0""
- ""Case 2: α+β = 0, so β = -α""","For any real numbers $\alpha$ and $\beta$, let $y_{\alpha, \beta}(x), x \in \mathbb{R}$, be the solution of the differential equation"
Physical Modeling and Abstraction,1,0.35714285714285715,The ability to physical modeling and abstraction in mathematical problem-solving.,No evidence provided.,"The path of an asteroid that comes close to the Earth can be modeled as follows: neglect gravitational effects due to other bodies, and assume the asteroid comes in from far away with some speed $v$ a..."
Complex Analysis and Roots of Unity Properties,1,0.35714285714285715,The ability to complex analysis and roots of unity properties in mathematical problem-solving.,No evidence provided.,Let $z$ be a complex number such that $z^{23} = 1$ and $z \neq 1.$  Find
Number Theory and Modular Arithmetic Reasoning,1,0.35714285714285715,The ability to number theory and modular arithmetic reasoning in mathematical problem-solving.,No evidence provided.,Let $z$ be a complex number such that $z^{23} = 1$ and $z \neq 1.$  Find
Case Analysis and Boundary Condition Handling,1,0.35714285714285715,The ability to case analysis and boundary condition handling in mathematical problem-solving.,No evidence provided.,Let $z$ be a complex number such that $z^{23} = 1$ and $z \neq 1.$  Find
Solution Verification,1,0.35714285714285715,The ability to solution verification in mathematical problem-solving.,No evidence provided.,Find the continuous function  $f(x)$  such that the following equation holds  for any real number  $x$ .
Numerical Approximation,1,0.35714285714285715,The ability to numerical approximation in mathematical problem-solving.,No evidence provided.,Determine all real numbers $ a$ such that the inequality $ |x^2 + 2ax + 3a|\le2$ has exactly one solution in $ x$.
Geometric Interpretation,1,0.35714285714285715,The ability to geometric interpretation in mathematical problem-solving.,No evidence provided.,Determine all real numbers $ a$ such that the inequality $ |x^2 + 2ax + 3a|\le2$ has exactly one solution in $ x$.
Discriminant Analysis,1,0.35714285714285715,The ability to discriminant analysis in mathematical problem-solving.,No evidence provided.,Determine all real numbers $ a$ such that the inequality $ |x^2 + 2ax + 3a|\le2$ has exactly one solution in $ x$.
Problem Reformulation and Transformation,1,0.35714285714285715,The ability to problem reformulation and transformation in mathematical problem-solving.,No evidence provided.,Determine all real numbers $ a$ such that the inequality $ |x^2 + 2ax + 3a|\le2$ has exactly one solution in $ x$.
Spatial Reasoning,1,0.35714285714285715,The ability to spatial reasoning in mathematical problem-solving.,"The solver visualizes and reasons about geometric relationships:
- Conceptualizing how the midline divides the trapezoid: ""The midline divides the trapezoid into two smaller trapezoids of the same height $h/2$.""
- Understanding how a parallel segment divides areas: ""The upper region is a trapezoid with bases $b_2$ and $y$, and height $h_1$.""
- Using similar triangles to relate segment lengths: ""Using similar triangles, we have $\frac{y - b_2}{h_1} = \frac{b_1 - b_2}{h}$""",One base of a trapezoid is $100$ units longer than the other base. The segment that joins the midpoints of the legs divides the trapezoid into two regions whose areas are in the ratio $2: 3$ . Let $x$...
Combinatorial Reasoning,1,0.35714285714285715,The ability to combinatorial reasoning in mathematical problem-solving.,"The solver applies combinatorial principles throughout:
- ""The total number of permutations is 5! = 120""
- ""Then α₃, α₄, α₅ is a permutation of {3, 4, 5}. There are 3! = 6 such permutations.""
- ""α₄, α₅ is a permutation of {4, 5}. 2! = 2 permutations.""

This shows application of counting principles and factorial calculations.","How many different permutations  $(\alpha_1 \alpha_2\alpha_3\alpha_4\alpha_5)$  of the set  $\{1,2,3,4,5\}$  are there such that  $(\alpha_1\dots \alpha_k)$  is not a permutation of the set  $\{1,\dot..."
Coefficient Analysis,1,0.35714285714285715,The ability to coefficient analysis in mathematical problem-solving.,No evidence provided.,"A liquid is moving in an infinite pipe. For each molecule if it is at point with coordinate  $x$  then after  $t$  seconds it will be at a point of  $p(t,x)$ . Prove that if  $p(t,x)$  is a polynomial..."
Alternative Approach Generation,1,0.35714285714285715,The ability to alternative approach generation in mathematical problem-solving.,No evidence provided.,"A liquid is moving in an infinite pipe. For each molecule if it is at point with coordinate  $x$  then after  $t$  seconds it will be at a point of  $p(t,x)$ . Prove that if  $p(t,x)$  is a polynomial..."
Partial Differentiation,1,0.35714285714285715,The ability to partial differentiation in mathematical problem-solving.,No evidence provided.,"A liquid is moving in an infinite pipe. For each molecule if it is at point with coordinate  $x$  then after  $t$  seconds it will be at a point of  $p(t,x)$ . Prove that if  $p(t,x)$  is a polynomial..."
Polynomial Representation,1,0.35714285714285715,The ability to polynomial representation in mathematical problem-solving.,No evidence provided.,"A liquid is moving in an infinite pipe. For each molecule if it is at point with coordinate  $x$  then after  $t$  seconds it will be at a point of  $p(t,x)$ . Prove that if  $p(t,x)$  is a polynomial..."
Pattern Recognition in Sequences,1,0.35714285714285715,The ability to pattern recognition in sequences in mathematical problem-solving.,No evidence provided.,"In hyperdrive, Spaceship-0 is relativistically moving at the velocity $\frac{1}{3} c$ with respect to reference frame $R_{1}$, as measured by Spaceship-1. Spaceship-1 is moving at $\frac{1}{2} c$ with..."
Substitution Strategy,1,0.35714285714285715,The ability to substitution strategy in mathematical problem-solving.,No evidence provided.,A2 Find the electron number density $n_{e}$ at equilibrium when both external ionizers are switched on simultaneously.
