Skill,Count,Percentage,Definition,Evidence,Math Example
Algebraic System Formation and Manipulation,1,0.07057163020465773,The ability to translate geometric relationships into algebraic equations and solve the resulting system.,"```
We have a system of linear equations for a and b:
a+b = 73
a-b = 2400/73

Adding the two equations: 2a = 73 + 2400/73 = (73² + 2400)/73 = (5329 + 2400)/73 = 7729/73.","Trapezoid $ABCD^{}_{}$ has sides $AB=92^{}_{}$ , $BC=50^{}_{}$ , $CD=19^{}_{}$ , and $AD=70^{}_{}$ , with $AB^{}_{}$ parallel to $CD^{}_{}$ . A circle with center $P^{}_{}$ on $AB^{}_{}$ is drawn tang..."
Constraint Analysis and Exploitation,1,0.07057163020465773,Identifying and leveraging the mathematical constraints inherent in the problem.,"""Since the circle is tangent to BC and AD, the distance from the center P to these sides is equal to the radius r.""","Trapezoid $ABCD^{}_{}$ has sides $AB=92^{}_{}$ , $BC=50^{}_{}$ , $CD=19^{}_{}$ , and $AD=70^{}_{}$ , with $AB^{}_{}$ parallel to $CD^{}_{}$ . A circle with center $P^{}_{}$ on $AB^{}_{}$ is drawn tang..."
Coordinate System Establishment,1,0.07057163020465773,The ability to strategically set up a coordinate system to represent a geometric problem in algebraic terms.,"""We can set up a coordinate system such that A=(0,0) and B=(92,0). Since P is on AB, the coordinates of P are (x, 0) where 0 < x < 92.""","Trapezoid $ABCD^{}_{}$ has sides $AB=92^{}_{}$ , $BC=50^{}_{}$ , $CD=19^{}_{}$ , and $AD=70^{}_{}$ , with $AB^{}_{}$ parallel to $CD^{}_{}$ . A circle with center $P^{}_{}$ on $AB^{}_{}$ is drawn tang..."
Logical Contradiction Identification,1,0.07057163020465773,Recognizing when a potential solution contradicts given constraints.,"> ""If the intersection area is 80, then 5y = 80, so y = 16. However, this contradicts the

Identified Skills:","Square $AIME$ has sides of length $10$ units.  Isosceles triangle $GEM$ has base $EM$ , and the area common to triangle $GEM$ and square $AIME$ is $80$ square units.  Find the length of the altitude t..."
Boundary Value Analysis,1,0.07057163020465773,The ability to boundary value analysis in mathematical problem-solving.,No evidence provided.,"Let  $f:[-\pi/2,\pi/2]\to\mathbb{R}$  be a twice differentiable function which satisfies \[\left(f''(x)-f(x)\right)\cdot\tan(x)+2f'(x)\geqslant 1,\]for all  $x\in(-\pi/2,\pi/2)$ . Prove that \[\int_{-..."
Strategic Reframing,1,0.07057163020465773,The ability to strategic reframing in mathematical problem-solving.,No evidence provided.,"Let $ABCD$ be a convex quadrilateral with $AB = CD = 10$ , $BC = 14$ , and $AD = 2\sqrt{65}$ . Assume that the diagonals of $ABCD$ intersect at point $P$ , and that the sum of the areas of triangles $..."
Algebraic Transformation,1,0.07057163020465773,The ability to algebraic transformation in mathematical problem-solving.,No evidence provided.,"Let $ABCD$ be a convex quadrilateral with $AB = CD = 10$ , $BC = 14$ , and $AD = 2\sqrt{65}$ . Assume that the diagonals of $ABCD$ intersect at point $P$ , and that the sum of the areas of triangles $..."
Geometric Reasoning,1,0.07057163020465773,The ability to geometric reasoning in mathematical problem-solving.,"- Translating tangency conditions into mathematical relationships: ""Since $w$ is externally tangent to $w_2$, the distance between the centers is equal to the sum of the radii""
- Analyzing relative positions of circles: ""Since $d(C_1, C_2) < r_1 + r_2$, the circles intersect or one is inside the other""
- Understanding the geometric meaning of internal and external tangency","Let $w_1$ and $w_2$ denote the circles $x^2+y^2+10x-24y-87=0$ and $x^2 +y^2-10x-24y+153=0,$ respectively. Let $m$ be the smallest positive value of $a$ for which the line $y=ax$ contains the center of..."
Frame of Reference Shifting,1,0.07057163020465773,The ability to frame of reference shifting in mathematical problem-solving.,No evidence provided.,"Consider a container filled with argon, with molar mass $39.9 \mathrm{~g} \mathrm{~mol}^{-1}$ whose pressure is much smaller than that of atmospheric pressure. Suppose there is a plate of area $A=10 \..."
Physical Modeling and Idealization,1,0.07057163020465773,The ability to physical modeling and idealization in mathematical problem-solving.,No evidence provided.,"Consider a container filled with argon, with molar mass $39.9 \mathrm{~g} \mathrm{~mol}^{-1}$ whose pressure is much smaller than that of atmospheric pressure. Suppose there is a plate of area $A=10 \..."
Strategic Algebraic Manipulation,1,0.07057163020465773,Performing algebraic operations in a purposeful sequence to simplify or transform expressions.,"Throughout the solution, the solver performs strategic manipulations:
```
Multiply by $e^{2t}$:
$e^{2t}x(t) = e^{2t} + \int_0^t e^{2s}x(s)ds$
```
And later:
```
$e^t x'(t) + e^t x(t) = 2e^t$
$\frac{d}{dt}(e^t x(t)) = 2e^t$
```","Find continuous functions  $x(t),\ y(t)$  such that"
Algebraic Geometry Techniques,1,0.07057163020465773,The ability to algebraic geometry techniques in mathematical problem-solving.,No evidence provided.,"Among all ellipses with center at the origin, exactly one such ellipse is tangent to the graph of the curve  $x^3 - 6x^2y + 3xy^2 + y^3 + 9x^2 - 9xy + 9y^2 = 0$  at three distinct points. The area of ..."
Boundary Condition Analysis,1,0.07057163020465773,Identifying and applying initial or boundary conditions to determine specific solutions from general solution forms.,"The solver uses the initial conditions derived from the original integral equations:
```
Use the initial condition from the integral equation:
$x(0) = 1 + \int_0^0 e^{-2(0-s)}x(s)ds = 1 + 0 = 1$
$x(0) = 2 + Ce^{-0} = 2 + C = 1$
$C = 1 - 2 = -1$
```","Find continuous functions  $x(t),\ y(t)$  such that"
Geometric Insight and Visualization,1,0.07057163020465773,The ability to geometric insight and visualization in mathematical problem-solving.,No evidence provided.,"Among all ellipses with center at the origin, exactly one such ellipse is tangent to the graph of the curve  $x^3 - 6x^2y + 3xy^2 + y^3 + 9x^2 - 9xy + 9y^2 = 0$  at three distinct points. The area of ..."
Constraint Validation,1,0.07057163020465773,The ability to constraint validation in mathematical problem-solving.,No evidence provided.,Let $\mathcal{R}$ be the region consisting of the set of points in the coordinate plane that satisfy both $|8 - x| + y \le 10$ and $3y - x \ge 15$ . When $\mathcal{R}$ is revolved around the line whos...
Transformation of Problem Representation,1,0.07057163020465773,Converting a problem from one mathematical form to another that is more tractable or familiar.,"The solver transforms the integral equations into differential equations:
```
$x(t) = 1 + \int_0^t e^{-2(t-s)}x(s)ds$
$x(t) = 1 + e^{-2t} \int_0^t e^{2s}x(s)ds$
Multiply by $e^{2t}$:
$e^{2t}x(t) = e^{2t} + \int_0^t e^{2s}x(s)ds$
Differentiate both sides with respect to t:
$2e^{2t}x(t) + e^{2t}x'(t) = 2e^{2t} + e^{2t}x(t)$
```","Find continuous functions  $x(t),\ y(t)$  such that"
Sequential Problem Decomposition,1,0.07057163020465773,Breaking a complex problem into a sequence of simpler sub-problems that can be solved one after another.,"The solver first completely solves for x(t), then uses that solution to solve for y(t):
```
So, $x(t) = 2 - e^{-t}$.","Find continuous functions  $x(t),\ y(t)$  such that"
Function Construction and Transformation,1,0.07057163020465773,Creating auxiliary functions by modifying the original function to make the problem more tractable.,"The solver repeatedly attempts to construct various functions:
- ""Let $g(x) = f(x) - (\ln(c-a) + \ln(c-b) + \frac{x}{a+b})$""
- ""Let $g(x) = f(x) - \ln|x-a| - \ln|x-b| - \frac{x}{a+b}$""
- ""Let $h(x) = (x-a)(b-x) e^{-f(x)}$""
- ""Consider $g(x) = f(x)(a-x)(b-x)$""","Function  $f: [a,b]\to\mathbb{R}$ ,  $0<a<b$  is continuous on  $[a,b]$  and differentiable on  $(a,b)$ . Prove that there exists  $c\in(a,b)$  such that  \[ f'(c)=\frac1{a-c}+\frac1{b-c}+\frac1{a+b}...."
Derivative Calculation and Analysis,1,0.07057163020465773,Computing derivatives of complex expressions and analyzing their structure to identify patterns or relationships.,"Throughout the trajectory, the solver computes numerous derivatives:
- ""$k'(x) = \frac{b-x-(x-a)}{(x-a)(b-x)} = \frac{a+b-2x}{(x-a)(b-x)}$""
- ""$g'(x) = f'(x) + \frac{1}{x-a} - \frac{1}{b-x} - \frac{1}{a+b}$""
- ""$h'(x) = f'(x)(a-x)(b-x) + f(x)(-(b-x) - (a-x)) = f'(x)(a-x)(b-x) - f(x)(a+b-2x)$""","Function  $f: [a,b]\to\mathbb{R}$ ,  $0<a<b$  is continuous on  $[a,b]$  and differentiable on  $(a,b)$ . Prove that there exists  $c\in(a,b)$  such that  \[ f'(c)=\frac1{a-c}+\frac1{b-c}+\frac1{a+b}...."
Intersection Finding,1,0.07057163020465773,The ability to intersection finding in mathematical problem-solving.,No evidence provided.,Let $\mathcal{R}$ be the region consisting of the set of points in the coordinate plane that satisfy both $|8 - x| + y \le 10$ and $3y - x \ge 15$ . When $\mathcal{R}$ is revolved around the line whos...
Verification and Falsification,1,0.07057163020465773,The ability to verification and falsification in mathematical problem-solving.,No evidence provided.,"Let $ABCD$ be a convex quadrilateral with $AB = CD = 10$ , $BC = 14$ , and $AD = 2\sqrt{65}$ . Assume that the diagonals of $ABCD$ intersect at point $P$ , and that the sum of the areas of triangles $..."
Theorem Application Attempts,1,0.07057163020465773,Identifying and attempting to apply relevant mathematical theorems to solve the problem.,"- ""We cannot directly apply Rolle's theorem as the right side is not constant.""
- ""By Cauchy's Mean Value Theorem, $\frac{f(b)-f(a)}{h(b)-h(a)} = f'(\xi)/h'(\xi)$""
- Multiple attempts to set up conditions for the Mean Value Theorem or Rolle's Theorem","Function  $f: [a,b]\to\mathbb{R}$ ,  $0<a<b$  is continuous on  $[a,b]$  and differentiable on  $(a,b)$ . Prove that there exists  $c\in(a,b)$  such that  \[ f'(c)=\frac1{a-c}+\frac1{b-c}+\frac1{a+b}...."
Strategic Transformation of Expressions,1,0.07057163020465773,The ability to strategic transformation of expressions in mathematical problem-solving.,No evidence provided.,"Let  $f:[-\pi/2,\pi/2]\to\mathbb{R}$  be a twice differentiable function which satisfies \[\left(f''(x)-f(x)\right)\cdot\tan(x)+2f'(x)\geqslant 1,\]for all  $x\in(-\pi/2,\pi/2)$ . Prove that \[\int_{-..."
Algebraic Manipulation and Equation Derivation,1,0.07057163020465773,The ability to algebraic manipulation and equation derivation in mathematical problem-solving.,No evidence provided.,"Find the area of the region of the points such that the total of three tangent lines can be drawn to two parabolas  $y=x-x^2,\ y=a(x-x^2)\ (a\geq 2)$  in such a way that there existed the points of ta..."
Case Decomposition and Analysis,1,0.07057163020465773,The ability to case decomposition and analysis in mathematical problem-solving.,No evidence provided.,"Let  $f:[0,1]\to\mathbb R$  be a continuous function such that  $f(0)=f(1)=0$ . Prove that the set  $$ A:=\{h\in[0,1]:f(x+h)=f(x)\text{ for some }x\in[0,1]\} $$  is Lebesgue measureable and has Lebesg..."
System of Equations Analysis,1,0.07057163020465773,The ability to system of equations analysis in mathematical problem-solving.,No evidence provided.,"Find the condition of  $a,b$  for which the function  $f(x)\ (0\leq x\leq 2\pi)$  satisfying the following equality can be determined uniquely,then determine  $f(x)$ , assuming that  $f(x) $  is a con..."
Set Theory Reasoning,1,0.07057163020465773,The ability to set theory reasoning in mathematical problem-solving.,"The solver uses set-theoretic principles extensively:
- ""Let A_k be the set of permutations such that (α₁...α_k) is a permutation of {1,...,k}""
- ""We are looking for the number of permutations not in A₁∪A₂∪A₃∪A₄""
- ""Using the Principle of Inclusion-Exclusion: |A₁∪A₂∪A₃∪A₄| = ∑|A_i| - ∑|A_i∩A_j| + ∑|A_i∩A_j∩A_k| - |A₁∩A₂∩A₃∩A₄|""

This shows formal manipulation of sets and application of set theory principles.","How many different permutations  $(\alpha_1 \alpha_2\alpha_3\alpha_4\alpha_5)$  of the set  $\{1,2,3,4,5\}$  are there such that  $(\alpha_1\dots \alpha_k)$  is not a permutation of the set  $\{1,\dot..."
Algebraic Manipulation and Transformation,1,0.07057163020465773,The ability to algebraic manipulation and transformation in mathematical problem-solving.,No evidence provided.,"Compute the number of triples $(f, g, h)$ of permutations on $\{1,2,3,4,5\}$ such that $$ \begin{aligned} & f(g(h(x)))=h(g(f(x)))=g(x), \\ & g(h(f(x)))=f(h(g(x)))=h(x), \text { and } \\ & h(f(g(x)))=g..."
Systematic Constraint Analysis,1,0.07057163020465773,The ability to systematic constraint analysis in mathematical problem-solving.,No evidence provided.,"Compute the number of triples $(f, g, h)$ of permutations on $\{1,2,3,4,5\}$ such that $$ \begin{aligned} & f(g(h(x)))=h(g(f(x)))=g(x), \\ & g(h(f(x)))=f(h(g(x)))=h(x), \text { and } \\ & h(f(g(x)))=g..."
Parameter Condition Analysis,1,0.07057163020465773,The ability to parameter condition analysis in mathematical problem-solving.,No evidence provided.,"Find the condition of  $a,b$  for which the function  $f(x)\ (0\leq x\leq 2\pi)$  satisfying the following equality can be determined uniquely,then determine  $f(x)$ , assuming that  $f(x) $  is a con..."
Combinatorial Enumeration,1,0.07057163020465773,The ability to combinatorial enumeration in mathematical problem-solving.,No evidence provided.,"Compute the number of triples $(f, g, h)$ of permutations on $\{1,2,3,4,5\}$ such that $$ \begin{aligned} & f(g(h(x)))=h(g(f(x)))=g(x), \\ & g(h(f(x)))=f(h(g(x)))=h(x), \text { and } \\ & h(f(g(x)))=g..."
Variable Definition and Systematic Equation Setup,1,0.07057163020465773,The ability to define variables clearly and set up equations that accurately represent the problem constraints.,"""Let the interior angle of $P_1$ be $A_1$ and the interior angle of $P_2$ be $A_2$. $A_1 = \frac{(r-2) \times 180^\circ}{r}$ $A_2 = \frac{(s-2) \times 180^\circ}{s}$""",Let $P_1^{}$ be a regular $r~\mbox{gon}$ and $P_2^{}$ be a regular $s~\mbox{gon}$ $(r\geq s\geq 3)$ such that each interior angle of $P_1^{}$ is $\frac{59}{58}$ as large as each interior angle of $P_2...
Complementary Counting,1,0.07057163020465773,The ability to complementary counting in mathematical problem-solving.,No evidence provided.,"Find the number of permutations of $1, 2, 3, 4, 5, 6$ such that for each $k$ with $1$ $\leq$ $k$ $\leq$ $5$ , at least one of the first $k$ terms of the permutation is greater than $k$ ."
Strategic Problem Reformulation,1,0.07057163020465773,The ability to strategic problem reformulation in mathematical problem-solving.,No evidence provided.,"Find the condition of  $a,b$  for which the function  $f(x)\ (0\leq x\leq 2\pi)$  satisfying the following equality can be determined uniquely,then determine  $f(x)$ , assuming that  $f(x) $  is a con..."
Integration by Parts Application,1,0.07057163020465773,The ability to integration by parts application in mathematical problem-solving.,No evidence provided.,"Let  $f:[-\pi/2,\pi/2]\to\mathbb{R}$  be a twice differentiable function which satisfies \[\left(f''(x)-f(x)\right)\cdot\tan(x)+2f'(x)\geqslant 1,\]for all  $x\in(-\pi/2,\pi/2)$ . Prove that \[\int_{-..."
Logical Deduction and Inference,1,0.07057163020465773,The ability to logical deduction and inference in mathematical problem-solving.,No evidence provided.,"We randomly choose a function $f:[n] \rightarrow[n]$, out of the $n^{n}$ possible functions. We also choose an integer $a$ uniformly at random from $[n]$. Find the probability that there exist positiv..."
Formula Derivation and Application,1,0.07057163020465773,Deriving and applying specialized formulas for specific physical situations.,"- ""To measure the voltage range of one galvanometer (say G1), we need to consider the maximum current $I_g$ that the galvanometer can handle. The maximum voltage across G1 would be $V_{max, G1} = I_g r_g$.""
- ""Current range = $I_g \left( 1 + \frac{r_g}{

Identified Skills:","Consider two identical galvanometers and two identical resistors with resistance $R$. If the internal resistance of the galvanometers $R_{\mathrm{C}}<R / 2$, which of the following statement(s) about ..."
Logical Negation,1,0.07057163020465773,The ability to logical negation in mathematical problem-solving.,No evidence provided.,"Find the number of permutations of $1, 2, 3, 4, 5, 6$ such that for each $k$ with $1$ $\leq$ $k$ $\leq$ $5$ , at least one of the first $k$ terms of the permutation is greater than $k$ ."
Comparative Analysis,1,0.07057163020465773,Directly comparing different configurations to determine which best satisfies given criteria.,"- ""Comparing the voltage ranges from (A) and (B) for G1: Range (A) = $I_g (2r_g + 2R)$, Range (B) = $I_g (r_g + 2R)$. Since $r_g > 0$, Range (A) > Range (B).""","Consider two identical galvanometers and two identical resistors with resistance $R$. If the internal resistance of the galvanometers $R_{\mathrm{C}}<R / 2$, which of the following statement(s) about ..."
Circuit Analysis and Application of Physical Laws,1,0.07057163020465773,"Applying principles of electrical circuits (Ohm's law, resistance combinations) to analyze complex circuits.","- ""The total resistance of the circuit is $r_g + R + r_g + R = 2r_g + 2R$.""
- ""The equivalent resistance of the parallel combination is $\frac{(2R + r_g) r_g}{(2R + r_g) + r_g} = \frac{2Rr_g + r_g^2}{2R + 2r_g}$.""
- ""The voltage across G1 is $V_{G1} = I_{series} r_g$.""","Consider two identical galvanometers and two identical resistors with resistance $R$. If the internal resistance of the galvanometers $R_{\mathrm{C}}<R / 2$, which of the following statement(s) about ..."
Algebraic Reformulation,1,0.07057163020465773,Transforming a problem into algebraic expressions to make it more tractable.,"```
The sum s(p) can be written as:
s(p) = (100a_1 + 10a_2 + a_3) + (100a_4 + 10a_5 + a_6) + (100a_7 + 10a_8 + a_9)
s(p) = 100(a_1 + a_4 + a_7) + 10(a_2 + a_5 + a_8) + (a_3 + a_6 + a_9)

Let S_1 = a_1 + a_4 + a_7, S_2 = a_2 + a_5 + a_8, S_3 = a_3 + a_6 + a_9.","For a permutation $p = (a_1,a_2,\ldots,a_9)$ of the digits $1,2,\ldots,9$ , let $s(p)$ denote the sum of the three $3$ -digit numbers $a_1a_2a_3$ , $a_4a_5a_6$ , and $a_7a_8a_9$ . Let $m$ be the minim..."
Cardinality Analysis,1,0.07057163020465773,The ability to cardinality analysis in mathematical problem-solving.,No evidence provided.,"How many functions $f$ from \{-1005, \ldots, 1005\} to \{-2010, \ldots, 2010\} are there such that the following two conditions are satisfied? - If $a<b$ then $f(a)<f(b)$. - There is no $n$ in \{-1005..."
Definite Integral Evaluation,1,0.07057163020465773,The ability to definite integral evaluation in mathematical problem-solving.,No evidence provided.,"Find the condition of  $a,b$  for which the function  $f(x)\ (0\leq x\leq 2\pi)$  satisfying the following equality can be determined uniquely,then determine  $f(x)$ , assuming that  $f(x) $  is a con..."
Constraint Propagation,1,0.07057163020465773,The ability to constraint propagation in mathematical problem-solving.,No evidence provided.,"Each lattice point with nonnegative coordinates is labeled with a nonnegative integer in such a way that the point $(0,0)$ is labeled by 0 , and for every $x, y \geq 0$, the set of numbers labeled on ..."
Spatial Visualization,1,0.07057163020465773,The ability to mentally manipulate and understand spatial relationships between geometric objects.,"> ""The intersection of ∆GEM and square AIME is a trapezoid with vertices E=(0,0), M=(10,0), P₁ = (50/h, 10), P₂ = (10 - 50/h, 10).""
> ""The parallel sides of the trapezoid are on the lines y=0 and y=10.""","Square $AIME$ has sides of length $10$ units.  Isosceles triangle $GEM$ has base $EM$ , and the area common to triangle $GEM$ and square $AIME$ is $80$ square units.  Find the length of the altitude t..."
Pattern Recognition in Derivatives,1,0.07057163020465773,The ability to pattern recognition in derivatives in mathematical problem-solving.,No evidence provided.,"Let  $f:[-\pi/2,\pi/2]\to\mathbb{R}$  be a twice differentiable function which satisfies \[\left(f''(x)-f(x)\right)\cdot\tan(x)+2f'(x)\geqslant 1,\]for all  $x\in(-\pi/2,\pi/2)$ . Prove that \[\int_{-..."
Strategic Flexibility and Approach Shifting,1,0.07057163020465773,The ability to strategic flexibility and approach shifting in mathematical problem-solving.,No evidence provided.,"Find the area of the region of the points such that the total of three tangent lines can be drawn to two parabolas  $y=x-x^2,\ y=a(x-x^2)\ (a\geq 2)$  in such a way that there existed the points of ta..."
Principle of Inclusion,1,0.07057163020465773,The ability to principle of inclusion in mathematical problem-solving.,No evidence provided.,"How many functions $f$ from \{-1005, \ldots, 1005\} to \{-2010, \ldots, 2010\} are there such that the following two conditions are satisfied? - If $a<b$ then $f(a)<f(b)$. - There is no $n$ in \{-1005..."
Variable Transformation and Substitution,1,0.07057163020465773,The ability to variable transformation and substitution in mathematical problem-solving.,No evidence provided.,"Let  $f:[0,1]\to\mathbb R$  be a continuous function such that  $f(0)=f(1)=0$ . Prove that the set  $$ A:=\{h\in[0,1]:f(x+h)=f(x)\text{ for some }x\in[0,1]\} $$  is Lebesgue measureable and has Lebesg..."
Iterative Approach Refinement,1,0.07057163020465773,The ability to iterative approach refinement in mathematical problem-solving.,No evidence provided.,Square $ABCD$ is inscribed in a circle. Square $EFGH$ has vertices $E$ and $F$ on $\overline{CD}$ and vertices $G$ and $H$ on the circle. The ratio of the area of square $EFGH$ to the area of square $...
Algebraic Relationship Derivation,1,0.07057163020465773,The ability to algebraic relationship derivation in mathematical problem-solving.,No evidence provided.,Square $ABCD$ is inscribed in a circle. Square $EFGH$ has vertices $E$ and $F$ on $\overline{CD}$ and vertices $G$ and $H$ on the circle. The ratio of the area of square $EFGH$ to the area of square $...
Equation Manipulation and Transformation,1,0.07057163020465773,The ability to equation manipulation and transformation in mathematical problem-solving.,No evidence provided.,"Let  $\mathcal F$  be the set of functions  $f(x,y)$  that are twice continuously differentiable for  $x\geq 1$ ,  $y\geq 1$  and that satisfy the following two equations (where subscripts denote part..."
Strategic Use of the Mean Value Theorem,1,0.07057163020465773,The ability to strategic use of the mean value theorem in mathematical problem-solving.,No evidence provided.,"Let  $\mathcal F$  be the set of functions  $f(x,y)$  that are twice continuously differentiable for  $x\geq 1$ ,  $y\geq 1$  and that satisfy the following two equations (where subscripts denote part..."
Spatial Reasoning and Visualization,1,0.07057163020465773,The ability to spatial reasoning and visualization in mathematical problem-solving.,No evidence provided.,Square $ABCD$ is inscribed in a circle. Square $EFGH$ has vertices $E$ and $F$ on $\overline{CD}$ and vertices $G$ and $H$ on the circle. The ratio of the area of square $EFGH$ to the area of square $...
Case Analysis and Constraint Handling,1,0.07057163020465773,The ability to break down a problem into distinct cases and analyze each case with respect to the given constraints.,"""Case 1: $118 - s > 0$, which means $s < 118$... Case 2: $118 - s < 0$, which means $s > 118$...""",Let $P_1^{}$ be a regular $r~\mbox{gon}$ and $P_2^{}$ be a regular $s~\mbox{gon}$ $(r\geq s\geq 3)$ such that each interior angle of $P_1^{}$ is $\frac{59}{58}$ as large as each interior angle of $P_2...
Formula Derivation and Manipulation,1,0.07057163020465773,The ability to formula derivation and manipulation in mathematical problem-solving.,No evidence provided.,Find the eigenvalues and their multiplicities of the Laplace operator  $\Delta = \text{div grad}$  on a sphere of radius  $R$  in Euclidean space of dimension  $n$ .
Verification through Special Cases,1,0.07057163020465773,The ability to verification through special cases in mathematical problem-solving.,No evidence provided.,Find the eigenvalues and their multiplicities of the Laplace operator  $\Delta = \text{div grad}$  on a sphere of radius  $R$  in Euclidean space of dimension  $n$ .
Differential Operator Formulation,1,0.07057163020465773,The ability to differential operator formulation in mathematical problem-solving.,No evidence provided.,"Let  $\mathcal F$  be the set of functions  $f(x,y)$  that are twice continuously differentiable for  $x\geq 1$ ,  $y\geq 1$  and that satisfy the following two equations (where subscripts denote part..."
Scaling Analysis,1,0.07057163020465773,The ability to scaling analysis in mathematical problem-solving.,No evidence provided.,Find the eigenvalues and their multiplicities of the Laplace operator  $\Delta = \text{div grad}$  on a sphere of radius  $R$  in Euclidean space of dimension  $n$ .
Change of Variables Strategy,1,0.07057163020465773,The ability to change of variables strategy in mathematical problem-solving.,No evidence provided.,"Let  $\mathcal F$  be the set of functions  $f(x,y)$  that are twice continuously differentiable for  $x\geq 1$ ,  $y\geq 1$  and that satisfy the following two equations (where subscripts denote part..."
Dimensional Reduction,1,0.07057163020465773,The ability to dimensional reduction in mathematical problem-solving.,No evidence provided.,Find the eigenvalues and their multiplicities of the Laplace operator  $\Delta = \text{div grad}$  on a sphere of radius  $R$  in Euclidean space of dimension  $n$ .
Prime Factorization,1,0.07057163020465773,The ability to decompose numbers into their prime factors to facilitate further analysis.,"""$116 = 2^2 \times 29$ $118 = 2 \times 59$ $116 \times 118 = (2^2 \times 29) \times (2 \times 59) = 2^3 \times 29 \times 59 = 8 \times 29 \times 59 = 8 \times 1711 = 13688$.""",Let $P_1^{}$ be a regular $r~\mbox{gon}$ and $P_2^{}$ be a regular $s~\mbox{gon}$ $(r\geq s\geq 3)$ such that each interior angle of $P_1^{}$ is $\frac{59}{58}$ as large as each interior angle of $P_2...
Pattern Recognition and Application of Standard Methods,1,0.07057163020465773,Identifying that a problem fits a known pattern and applying the appropriate solution technique.,"After deriving the differential equation, the solver immediately recognizes it as a first-order linear differential equation and applies the integrating factor method:
```
$x'(t) + x(t) = 2$
Integrating factor is $e^{\int 1 dt} = e^t$.","Find continuous functions  $x(t),\ y(t)$  such that"
Counting and Cardinality Analysis,1,0.07057163020465773,The ability to counting and cardinality analysis in mathematical problem-solving.,No evidence provided.,"Let G, H be two finite groups, and let  $\varphi, \psi: G \to H$  be two surjective but non-injective homomorphisms. Prove that there exists an element of G that is not the identity element of G but w..."
Conceptual Decomposition,1,0.07057163020465773,The ability to conceptual decomposition in mathematical problem-solving.,No evidence provided.,"Consider a container filled with argon, with molar mass $39.9 \mathrm{~g} \mathrm{~mol}^{-1}$ whose pressure is much smaller than that of atmospheric pressure. Suppose there is a plate of area $A=10 \..."
Simplification Through Special Cases,1,0.07057163020465773,The ability to simplification through special cases in mathematical problem-solving.,No evidence provided.,"Given vertically polarized light, you're given the task of changing it to horizontally polarized light by passing it through a series of $N=5$ linear polarizers. What is the maximum possible efficienc..."
Physical Modeling and Translation,1,0.07057163020465773,The ability to physical modeling and translation in mathematical problem-solving.,No evidence provided.,"Given vertically polarized light, you're given the task of changing it to horizontally polarized light by passing it through a series of $N=5$ linear polarizers. What is the maximum possible efficienc..."
Partial Derivative Computation,1,0.07057163020465773,The ability to partial derivative computation in mathematical problem-solving.,No evidence provided.,The Chi-square statistic $\chi^2=\sum_c\frac{(P(x)-Q(x))^2}{Q(x)}$ is (twice) the first term in the Taylor series expansion of $D(P||Q)$ about $Q$. True or False?
Multivariate Calculus Application,1,0.07057163020465773,The ability to multivariate calculus application in mathematical problem-solving.,No evidence provided.,The Chi-square statistic $\chi^2=\sum_c\frac{(P(x)-Q(x))^2}{Q(x)}$ is (twice) the first term in the Taylor series expansion of $D(P||Q)$ about $Q$. True or False?
Series Expansion Knowledge,1,0.07057163020465773,The ability to series expansion knowledge in mathematical problem-solving.,No evidence provided.,The Chi-square statistic $\chi^2=\sum_c\frac{(P(x)-Q(x))^2}{Q(x)}$ is (twice) the first term in the Taylor series expansion of $D(P||Q)$ about $Q$. True or False?
Parameterization Strategy,1,0.07057163020465773,The ability to parameterization strategy in mathematical problem-solving.,No evidence provided.,The Chi-square statistic $\chi^2=\sum_c\frac{(P(x)-Q(x))^2}{Q(x)}$ is (twice) the first term in the Taylor series expansion of $D(P||Q)$ about $Q$. True or False?
Problem Representation,1,0.07057163020465773,Translating problem statements into mathematical notation and equations.,"- ""Let the real power be P, the reactive power be Pr, and the apparent power be Pa.""
- ""The answer should be in the format [$P_r$, $P_a$].""","A load dissipates 1.5kW of power in an ac series RC circuit. Given that the power factor is 0.75, what is its reactive power $(P_r)$? What is its apparent power $(P_a)$? Represent the answer in a list..."
Precision and Approximation Judgment,1,0.07057163020465773,Making decisions about appropriate levels of precision and when to approximate.,"- ""Convert sqrt(1.75) to decimal to a reasonable number of decimal places.""
- ""Round to a reasonable number of decimal places, let's use two decimal places.""
- ""Pr ≈ 1.32 kVAR""","A load dissipates 1.5kW of power in an ac series RC circuit. Given that the power factor is 0.75, what is its reactive power $(P_r)$? What is its apparent power $(P_a)$? Represent the answer in a list..."
Numerical Computation,1,0.07057163020465773,Performing arithmetic operations and calculations accurately.,"- ""Pa = 1.5 kW / 0.75 = 2 kVA""
- ""Pr^2 = 4 - 2.25 = 1.75""
- ""sqrt(1.75) ≈ 1.3228756555""","A load dissipates 1.5kW of power in an ac series RC circuit. Given that the power factor is 0.75, what is its reactive power $(P_r)$? What is its apparent power $(P_a)$? Represent the answer in a list..."
Connection to Standard Functions,1,0.07057163020465773,The ability to connection to standard functions in mathematical problem-solving.,No evidence provided.,Find the complex numbers  $ z$  for which the series
Convergence Analysis,1,0.07057163020465773,The ability to convergence analysis in mathematical problem-solving.,No evidence provided.,Find the complex numbers  $ z$  for which the series
